date,period,item_id,name,query,title,url,price_original,price_promo,price_final,qty_base,unit,unit_price_base,in_stock,promo_flag
2025-09-16,2025-09,cafe_la_virginia_clasico_250g,Café molido clásico La Virginia x 250 g,PINNED,Café Molido Clásico La Virginia x 250 g.,https://supermercado.laanonimaonline.com/caf-1-molido-cl-1sico-la-virginia-x-250-g/art_716/,410.0,410.0,410.0,0.25,kg,1640.0,True,True
2025-09-16,2025-09,jabon_liquido_manos_dove_repuesto_220cc,Jabón líquido para manos Dove repuesto x 220 cc,PINNED,Jabón Líquido para Manos Dove Cremoso Repuesto x 220 cc.,https://supermercado.laanonimaonline.com/perfumeria/jabones-de-tocador/jabon-liquido-para-manos-dove-cremoso-repuesto-x-220-cc/art_184/,3650.0,3650.0,3650.0,0.22,l,16590.909090909092,True,True
2025-09-16,2025-09,gatorade_maracuya_500cc,Isotónica Gatorade Maracuyá botella 500 cc,PINNED,Bebida Maracuyá Gatorade x 500 cc.,https://supermercado.laanonimaonline.com/bebidas/isotonicas-y-energizantes/bebida-maracuya-gatorade-x-500-cc/art_27561/,2550.0,2550.0,2550.0,0.5,l,5100.0,True,True
2025-09-16,2025-09,langostinos_oceanblue_500g,Langostinos pelados crudos Ocean Blue x 500 g,PINNED,Langostinos Pelados Crudos Ocean Blue x 500 gr.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/langostinos-pelados-crudos-ocean-blue-x-500-gr/art_3234/,18600.0,18600.0,18600.0,0.5,kg,37200.0,True,True
2025-09-16,2025-09,prestobarba3_gillette_4un,Máquinas de afeitar Gillette Prestobarba 3 x 4 un,PINNED,Maquina Afeitar Prestobarba 3 Gillette x 4 Un.,https://supermercado.laanonimaonline.com/perfumeria/cuidado-personal/afeitado-y-depilacion/maquina-afeitar-prestobarba-3-gillette-x-4-un/art_18357/,595.0,595.0,595.0,1.0,unit,595.0,True,True
2025-09-16,2025-09,azucar_ledesma_1kg,Azúcar blanca Ledesma x 1 kg,PINNED,Azúcar Blanca Ledesma x 1 Kg.,https://supermercado.laanonimaonline.com/almacen/desayuno-y-merienda/azucar-y-endulzantes/azucar-blanca-ledesma-x-1-kg/art_1/,1255.0,1255.0,1255.0,1.0,kg,1255.0,True,True
2025-09-16,2025-09,papel_higienico_best_4x30m,Papel higiénico hoja simple Best 4 x 30 m,PINNED,Papel Higiénico Hoja Simple Best 4 x 30 metros,https://supermercado.laanonimaonline.com/limpieza/papeles-y-bolsas/papel-higienico/papel-higienico-hoja-simple-best-4-x-30-metros/art_2955/,5900.0,2450.0,2450.0,1.0,unit,2450.0,True,True
2025-09-16,2025-09,gatorade_manzana_500cc,Isotónica Gatorade Manzana botella 500 cc,PINNED,Isotónica Gatorade Manzana Botella 500cc x1,https://supermercado.laanonimaonline.com/bebidas/isotonicas-y-energizantes/isotonica-gatorade-manzana-botella-500cc-x1/art_2606/,1650.0,1650.0,1650.0,0.0,l,,True,True
2025-09-16,2025-09,carne_picada_estancias_500g,Carne picada E/V Estancias LA x 500 g,PINNED,Carne Picada E/V Estancias LA x 500 g.,https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/carne-picada-e-v-estancias-la-x-500-g/art_1382/,8840.0,8840.0,8840.0,0.5,kg,17680.0,True,True
2025-09-16,2025-09,desodorante_dove_original_150cc,Antitranspirante Dove Original aerosol x 150 cc,PINNED,Antitranspirante Aerosol Original Vegano Dove x 150 cc.,https://supermercado.laanonimaonline.com/perfumeria/antitranspirante-aerosol-original-vegano-dove-x-150-cc/art_19658/,4700.0,4700.0,4700.0,0.15,l,31333.333333333336,True,True
2025-09-16,2025-09,jabon_polvo_skip_800g,Detergente en polvo Skip x 800 g,PINNED,Detergente en Polvo Skip x 800 g.,https://supermercado.laanonimaonline.com/limpieza/ropa/detergente-en-polvo-skip-x-800-g/art_16000/,6.8,6.8,6.8,0.8,kg,8.5,True,True
2025-09-16,2025-09,pizza_sibarita_2un_940g,Pizza a la piedra mozzarella Sibarita x2 un. 940 g,PINNED,Pizza a la Piedra con Mozzarella Congela x 2 Un. Sibarita x 940 g.,https://supermercado.laanonimaonline.com/congelados/empanadas-pizzas-y-tartas/pizza-a-la-piedra-con-mozzarella-congela-x-2-un-sibarita-x-940-g/art_28930/,21050.0,19550.0,19550.0,0.94,kg,20797.872340425532,True,True
2025-09-16,2025-09,nuggets_artico_300g,Nuggets de pollo crocantes Artico x 300 g,PINNED,Nuggets de Pollo Crocantes Artico x 300 g.,https://supermercado.laanonimaonline.com/congelados/nuggets-de-pollo-crocantes-artico-x-300-g/art_15089/,4400.0,4400.0,4400.0,0.3,kg,14666.666666666668,True,True
2025-09-16,2025-09,pulpa_tomate_arcor_520g,Pulpa de tomate Arcor suave brick x 520 g,PINNED,Pulpa de Tomate Arcor Suave Brick x 520 g.,https://supermercado.laanonimaonline.com/almacen/conservas-y-encurtidos/pulpa-de-tomate-arcor-suave-brick-x-520-g/art_3448/,870.0,870.0,870.0,0.52,kg,1673.076923076923,True,True
2025-09-16,2025-09,detergente_magistral_500cc,Detergente líquido Magistral limón x 500 cc,PINNED,Detergente Líquido Ultra Limón Magistral x 500 cc.,https://supermercado.laanonimaonline.com/limpieza/cocina-y-bano/detergentes-y-antigrasas/detergente-liquido-ultra-limon-magistral-x-500-cc/art_28086/,2355.0,4250.0,4250.0,0.5,l,8500.0,True,True
2025-09-16,2025-09,milanesa_carne_la_kg,Milanesa de carne La Anónima (Kg),PINNED,Milanesa de Carne La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/milanesa-de-carne-la-anonima-kg/art_741/,10590.0,10590.0,10590.0,1.0,unit,10590.0,True,True
2025-09-16,2025-09,lavandina_ayudin_2l,Lavandina original Ayudín x 2 L,PINNED,Lavandina Original Ayudín x 2 Lt.,https://supermercado.laanonimaonline.com/limpieza/cocina-y-bano/lavandina/lavandina-original-ayud-1n-x-2-lt/art_28387/,2550.0,2550.0,2550.0,2.0,l,1275.0,True,True
2025-09-16,2025-09,pollo_fresco_la_kg,Pollo fresco La Anónima (Kg),PINNED,Pollo Fresco La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/pollo/pollo-fresco-la-anonima-kg/art_2330/,5159.0,3690.0,3690.0,1.0,unit,3690.0,True,True
2025-09-16,2025-09,banana_ecuador_kg,Banana Ecuador (Kg),PINNED,Banana Ecuador (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/frutas-frescas/banana-ecuador-kg/art_2393/,2990.0,2990.0,2990.0,1.0,unit,2990.0,True,True
2025-09-16,2025-09,papel_higienico_la_anonima_4x80m,Papel higiénico hoja simple La Anónima 4 x 80 m,PINNED,Papel Higiénico Hoja Simple La Anónima 4 x 80 metros,https://supermercado.laanonimaonline.com/limpieza/papeles-y-bolsas/papel-higienico/papel-higi-1nico-hoja-simple-la-an-1nima-4-x-80-metros/art_2957/,2650.0,5300.0,5300.0,1.0,unit,5300.0,True,True
2025-09-16,2025-09,papas_simplot_1_1kg,"Papas corte tradicional Simplot x 1,1 kg",PINNED,"Papas Corte Tradicional Simplot x 1,1 Kg.",https://supermercado.laanonimaonline.com/congelados/papas-corte-tradicional-simplot-x-1-1-kg/art_10431/,7250.0,7250.0,7250.0,1.1,kg,6590.90909090909,True,True
2025-09-16,2025-09,hamb_la_4u_320g,Hamburguesa de carne La Anónima x 4 un. 320 g,PINNED,Hamburguesa de Carne Vacuna x 4 un. La Anónima x 320 gr.,https://supermercado.laanonimaonline.com/congelados/hamburguesas/hamburguesa-de-carne-vacuna-x-4-un-la-anonima-x-320-gr/art_956/,5400.0,5400.0,5400.0,0.32,kg,16875.0,True,True
2025-09-16,2025-09,panales_pampers_xg_30un,Pañales Pampers Pants XG x 30 un,PINNED,Pañal XG Pants Pampers x 30 un.,https://supermercado.laanonimaonline.com/mundo-bebe/panales/panal-xg-pants-pampers-x-30-un/art_16306/,949.0,949.0,949.0,1.0,unit,949.0,True,True
2025-09-16,2025-09,coca_cola_lata_354cc,Gaseosa Coca-Cola lata x 354 cc,PINNED,Gaseosa Cola Lata Coca Cola x 354 cc.,https://supermercado.laanonimaonline.com/bebidas/gaseosas/gaseosa-cola-lata-coca-cola-x-354-cc/art_6976/,1150.0,958.3,958.3,0.354,l,2707.062146892655,True,True
2025-09-16,2025-09,detergente_best_limon_300cc,Detergente líquido concentrado Best limón x 300 cc,PINNED,Detergente Líquido Concentrado Best Limón x 300 cc.,https://supermercado.laanonimaonline.com/limpieza/cocina-y-bano/detergentes-y-antigrasas/detergente-liquido-concentrado-best-limon-x-300-cc/art_6469/,1600.0,1600.0,1600.0,0.3,l,5333.333333333334,True,True
2025-09-16,2025-09,jabon_liquido_manos_dove_250cc,Jabón líquido para manos Dove karité & vainilla x 250 cc,PINNED,Jabón Líquido Manos Karite & Vainilla Dove x 250 cc.,https://supermercado.laanonimaonline.com/perfumeria/cuidado-personal/jabon/jabon-liquido-manos-karite-vainilla-dove-x-250-cc/art_9806/,237.0,237.0,237.0,0.25,l,948.0,True,True
2025-09-16,2025-09,fideos_nido2_la_anonima_500g,Fideos al Huevo Nido 2 La Anónima x 500 g,PINNED,Fideos al Huevo Nido 2 La Anónima x 500 g.,https://supermercado.laanonimaonline.com/almacen/arroz-pastas-y-legumbres/fideos-al-huevo-nido-2-la-anonima-x-500-g/art_21775/,2450.0,2450.0,2450.0,0.5,kg,4900.0,True,True
2025-09-16,2025-09,aceite_girasol_natura_1_5l,"Aceite de girasol Natura x 1,5 L",PINNED,"Aceite de Girasol Natura x 1,5 Lt.",https://supermercado.laanonimaonline.com/almacen/aceite-aderezos-y-condimentos/aceite-de-girasol-natura-x-1-5-lt/art_1963/,5100.0,4800.0,4800.0,1.5,l,3200.0,True,True
2025-09-16,2025-09,mix_primavera_la_400g,Mix primavera La Anónima x 400 g,PINNED,Mix Primavera Súper La Anónima x 400 gr.,https://supermercado.laanonimaonline.com/frutas-y-verduras/mix-primavera-super-la-anonima-x-400-gr/art_109/,6550.0,6550.0,6550.0,0.4,kg,16375.0,True,True
2025-09-16,2025-09,papel_higienico_felpita_12un,Papel higiénico hoja simple Felpita 12 un,PINNED,Papel Higiénico Hoja Simple 30 m x 12 Un. Felpita x 36 m2,https://supermercado.laanonimaonline.com/limpieza/papeles-y-bolsas/papel-higienico/papel-higienico-hoja-simple-30-m-x-12-un-felpita-x-36-m2/art_26303/,5900.0,6050.0,6050.0,1.0,unit,6050.0,True,True
2025-09-16,2025-09,insecticida_raid_max_hormigas_360cc,Insecticida Raid Max mata hormigas aerosol x 360 cc,PINNED,Insecticida Raid Max Mata Hormigas en Aerosol 360 cc,https://supermercado.laanonimaonline.com/limpieza/insecticidas/insecticida-raid-max-mata-hormigas-en-aerosol-360-cc/art_25562/,8750.0,8750.0,8750.0,0.0,l,,True,True
2025-09-16,2025-09,pure_tomate_arcor_520g,Purée de tomate Arcor brick x 520 g,PINNED,Pure de Tomate Brick Arcor x 520 g.,https://supermercado.laanonimaonline.com/almacen/conservas-y-encurtidos/pure-de-tomate-brick-arcor-x-520-g/art_27641/,690.0,690.0,690.0,0.52,kg,1326.923076923077,True,True
2025-09-16,2025-09,leche_lv_entera_la_anonima_1l,Leche L.V. Entera La Anónima x 1 lt,PINNED,Leche L.V. Entera La Anónima x 1 lt.,https://supermercado.laanonimaonline.com/frescos/lacteos/leches/leche-l-v-entera-la-anonima-x-1-lt/art_1824/,1990.0,1990.0,1990.0,1.0,l,1990.0,True,True
2025-09-16,2025-09,detergente_best_manzana_300cc,Detergente líquido concentrado Best manzana x 300 cc,PINNED,Detergente Liquido Concentrado Best Manzana x 300 cc.,https://supermercado.laanonimaonline.com/limpieza/detergente-liquido-concentrado-best-manzana-x-300-cc/art_6470/,1600.0,1600.0,1600.0,0.3,l,5333.333333333334,True,True
2025-09-16,2025-09,leche_entera_lechelita_1l,Leche entera UAT Lechelita x 1 lt,PINNED,Leche entera Uat Lechelita x 1 Lt.,https://supermercado.laanonimaonline.com/frescos/lacteos/leche-entera-uat-lechelita-x-1-lt/art_17233/,1500.0,1500.0,1500.0,1.0,l,1500.0,True,True
2025-09-16,2025-09,queso_rallado_laserenisima_40g,Queso rallado La Serenísima x 40 g,PINNED,Queso Rallado La Serenísima x 40 g.,https://supermercado.laanonimaonline.com/frescos/quesos-y-fiambres/quesos/queso-rallado-la-serenisima-x-40-g/art_2278/,62.0,62.0,62.0,0.04,kg,1550.0,True,True
2025-09-16,2025-09,bocaditos_sadia_300g,Bocaditos Crunchy Chicken Sadia x 300 g,PINNED,Bocaditos Crunchy Chicken Sadia x 300 g.,https://supermercado.laanonimaonline.com/congelados/milanesas-y-rebozados/pollo/bocaditos-crunchy-chicken-sadia-x-300-g/art_29092/,5950.0,5950.0,5950.0,0.3,kg,19833.333333333336,True,True
2025-09-16,2025-09,gatorade_green_mango_500cc,Isotónica Gatorade Green Mango botella 500 cc,PINNED,Bebida Green Mango Gatorade x 500 cc.,https://supermercado.laanonimaonline.com/bebidas/isotonicas-y-energizantes/bebida-green-mango-gatorade-x-500-cc/art_29089/,2550.0,2550.0,2550.0,0.5,l,5100.0,True,True
2025-09-16,2025-09,tomate_perita_entero_la_anonima_400g,Tomate perita entero La Anónima x 400 g,PINNED,Tomate Perita Entero La Anónima x 400 g.,https://supermercado.laanonimaonline.com/almacen/conservas-y-encurtidos/tomates-y-salsas/tomate-perita-entero-la-anonima-x-400-g/art_25228/,1300.0,1300.0,1300.0,0.4,kg,3250.0,True,True
2025-09-16,2025-09,harina_blancaflor_0000_1kg,Harina de trigo 0000 Blancaflor x 1 kg,PINNED,Harina de Trigo 0000 Blancaflor x 1 Kg.,https://supermercado.laanonimaonline.com/almacen/harina-y-pan-rallado/harina-de-trigo/harina-de-trigo-0000-blancaflor-x-1-kg/art_27492/,1550.0,1550.0,1550.0,1.0,kg,1550.0,True,True
2025-09-16,2025-09,tapa_bife_fbmeats_kg,Tapa de bife envasado al vacío FB MEATS (Kg),PINNED,Tapa de Bife Envasado al Vacío FB MEATS (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/tapa-de-bife-envasado-al-vacio-fb-meats-kg/art_28184/,2750.0,9490.0,9490.0,1.0,unit,9490.0,True,True
2025-09-16,2025-09,yerba_playadito_1kg,Yerba mate c/palo Suave Playadito x 1 kg,PINNED,Yerba Mate c/Palo Suave Playadito x 1 Kg.,https://supermercado.laanonimaonline.com/almacen/infusiones/yerbas/yerba-mate-c-palo-suave-playadito-x-1-kg/art_12710/,6150.0,5050.0,5050.0,1.0,kg,5050.0,True,True
2025-09-16,2025-09,papas_smiles_mccain_700g,Papas Smiles McCain x 700 g,PINNED,Papas Smiles Mc Cain x 700 g.,https://supermercado.laanonimaonline.com/congelados/papas-y-vegetales/papas-smiles-mc-cain-x-700-g/art_26741/,10050.0,9500.0,9500.0,0.7,kg,13571.428571428572,True,True
2025-09-16,2025-09,uvas_kg,Uvas (Kg),PINNED,Uvas (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/frutas-frescas/uvas-kg/art_2406/,8990.0,8990.0,8990.0,1.0,unit,8990.0,True,True
2025-09-16,2025-09,fideos_huevo_la_anonima_500g,Tallarín al Huevo La Anónima x 500 g,PINNED,Tallarín al Huevo La Anónima x 500 g.,https://supermercado.laanonimaonline.com/almacen/fideos/tallarin-al-huevo-la-anonima-x-500-g/art_27297/,2450.0,2450.0,2450.0,0.5,kg,4900.0,True,True
2025-09-16,2025-09,leche_lv_entera_manfrey_1l,Leche L.V. Entera Manfrey x 1 lt,PINNED,Leche L.V. Entera Manfrey x 1 Lt.,https://supermercado.laanonimaonline.com/frescos/leche-l-v-entera-manfrey-x-1-lt/art_11147/,1800.0,1800.0,1800.0,1.0,l,1800.0,True,True
2025-09-16,2025-09,pollo_parrillero_pollolin_kg,Pollo parrillero Pollolín (Kg),PINNED,Pollo Parrillero Pollolin (Kg),https://supermercado.laanonimaonline.com/carniceria/pollo/pollo-parrillero-pollolin-kg/art_26804/,6940.0,6940.0,6940.0,1.0,unit,6940.0,True,True
2025-09-16,2025-09,tapa_asado_best_kg,Tapa de asado Best (Kg),PINNED,Tapa de Asado Best (Kg),https://supermercado.laanonimaonline.com/tapa-de-asado-best-kg/art_1296/,15230.0,15230.0,15230.0,1.0,unit,15230.0,True,True
2025-09-16,2025-09,espuma_afeitar_gillette_312g,Espuma de afeitar Gillette Regular x 312 g,PINNED,Espuma de Afeitar Regular Gillette x 312 g.,https://supermercado.laanonimaonline.com/perfumeria/cuidado-personal/espuma-de-afeitar-regular-gillette-x-312-g/art_21782/,10600.0,10600.0,10600.0,0.312,kg,33974.35897435898,True,True
2025-09-16,2025-09,acond_dove_reconstruccion_400cc,Acondicionador Dove Reconstrucción Completa x 400 cc,PINNED,Acondicionador Reconstrucción Completa Dove x 400 cc.,https://supermercado.laanonimaonline.com/perfumeria/cuidado-cabello/acondicionador/acondicionador-reconstruccion-completa-dove-x-400-cc/art_2467/,328.0,328.0,328.0,0.4,l,820.0,True,True
2025-09-16,2025-09,sal_fina_light_estuche_dos_anclas_500g,Sal fina light estuche Dos Anclas x 500 g,PINNED,Sal Fina Light Dos Anclas Estuche x 500 g.,https://supermercado.laanonimaonline.com/almacen/aceite-aderezos-y-condimentos/sal-fina-light-dos-anclas-estuche-x-500-g/art_2122/,4550.0,4550.0,4550.0,0.5,kg,9100.0,True,True
2025-09-16,2025-09,gatorade_cool_blue_500cc,Isotónica Gatorade Cool Blue botella 500 cc,PINNED,Isotónica Gatorade Cool Blue Botella 500cc x1,https://supermercado.laanonimaonline.com/bebidas/isotonicas-y-energizantes/isotonica-gatorade-cool-blue-botella-500cc-x1/art_2603/,2650.0,1650.0,1650.0,0.0,l,,True,True
2025-09-16,2025-09,desodorante_rexona_clinical_150cc,Antitranspirante Rexona Clinical aerosol x 150 cc,PINNED,Antitranspirante Aerosol Clinical Clásica Rexona x 150 cc.,https://supermercado.laanonimaonline.com/perfumeria/cuidado-personal/antitranspirante-aerosol-clinical-clasica-rexona-x-150-cc/art_24687/,6400.0,6400.0,6400.0,0.15,l,42666.66666666667,True,True
2025-09-16,2025-09,aderezo_rallado_best_40g,Aderezo rallado sabor queso Best x 40 g,PINNED,Aderezo Rallado Sabor Queso Best x 40 g.,https://supermercado.laanonimaonline.com/frescos/quesos-y-fiambres/aderezo-rallado-sabor-queso-best-x-40-g/art_29196/,850.0,850.0,850.0,0.04,kg,21250.0,True,True
2025-09-16,2025-09,antigrasa_mr_musculo_repuesto_450cc,Antigrasa Mr. Músculo repuesto x 450 cc,PINNED,Limpiador de Cocina Mr Musculo Antigrasa Repuesto 450 cc,https://supermercado.laanonimaonline.com/limpieza/cocina-y-bano/limpiador-de-cocina-mr-musculo-antigrasa-repuesto-450-cc/art_18945/,5900.0,2400.0,2400.0,0.0,l,,True,True
2025-09-16,2025-09,harina_canuelas_000_1kg,Harina de trigo 000 Cañuelas x 1 kg,PINNED,Harina de Trigo 000 Cañuelas x 1 Kg.,https://supermercado.laanonimaonline.com/almacen/harina-y-pan-rallado/harina-de-trigo/harina-de-trigo-000-canuelas-x-1-kg/art_4/,183.0,183.0,183.0,1.0,kg,183.0,True,True
2025-09-16,2025-09,fideos_tallarines_cica_500g,Fideos Tallarines Cica x 500 g,PINNED,Fideos Tallarines Cica x 500 g.,https://supermercado.laanonimaonline.com/almacen/arroz-pastas-y-legumbres/fideos-tallarines-cica-x-500-g/art_14009/,125.0,125.0,125.0,0.5,kg,250.0,True,True
2025-09-16,2025-09,limon_kg,Limón (Kg),PINNED,Limón (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/frutas-frescas/limon-kg/art_2395/,1790.0,1790.0,1790.0,1.0,unit,1790.0,True,True
2025-09-16,2025-09,yerba_amanda_1kg,Yerba mate tradicional Amanda x 1 kg,PINNED,Yerba Mate Tradicional Amanda x 1 kg.,https://supermercado.laanonimaonline.com/almacen/yerba-mate-tradicional-amanda-x-1-kg/art_3180/,4500.0,3950.0,3950.0,1.0,kg,3950.0,True,True
2025-09-16,2025-09,azucar_chango_1kg,Azúcar común A Chango x 1 kg,PINNED,Azúcar Común A Chango x 1 Kg.,https://supermercado.laanonimaonline.com/almacen/desayuno-y-merienda/azucar-y-endulzantes/azucar-comun-a-chango-x-1-kg/art_3354/,3320.0,1350.0,1350.0,1.0,kg,1350.0,True,True
2025-09-16,2025-09,cuadrada_estancias_kg,Cuadrada feteada E/V Estancias LA (Kg),PINNED,Cuadrada Feteada E/V Estancias LA (Kg),https://supermercado.laanonimaonline.com/carniceria/cuadrada-feteada-e-v-estancias-la-kg/art_1397/,6809.0,20610.0,20610.0,1.0,unit,20610.0,True,True
2025-09-16,2025-09,perejil_atado_un,Perejil x atado (1 un),PINNED,Perejil X Atado x 1 Un.,https://supermercado.laanonimaonline.com/frutas-y-verduras/perejil-x-atado-x-1-un/art_26855/,2190.0,2190.0,2190.0,1.0,unit,2190.0,True,True
2025-09-16,2025-09,chorizo_parrillero_la_x4_kg,Chorizo fresco tipo parrillero E/V La Anónima x 4 (Kg),PINNED,Chorizo Fresco Tipo Parrillero E/V La Anónima x 4 un (Kg),https://supermercado.laanonimaonline.com/carniceria/chorizo-fresco-tipo-parrillero-e-v-la-anonima-x-4-un-kg/art_3093/,7390.0,7390.0,7390.0,1.0,unit,7390.0,True,True
2025-09-16,2025-09,detergente_ecovita_doypack_450cc,Detergente líquido Ecovita doypack limón x 450 cc,PINNED,Detergente Líquido Ultra Limón Doy Pack Ecovita x 450 cc.,https://supermercado.laanonimaonline.com/limpieza/cocina-y-bano/detergente-liquido-ultra-limon-doy-pack-ecovita-x-450-cc/art_23067/,1929.0,1929.0,1929.0,0.45,l,4286.666666666667,True,True
2025-09-16,2025-09,limpiador_poett_900ml_algodon,Limpiador Poett suavidad de algodón x 900 ml,PINNED,Limpiador Líquido Aromatizante Poett Suavidad de Algodón x 900 ml,https://supermercado.laanonimaonline.com/limpieza/cocina-y-bano/pisos-y-superficies/limpiador-liquido-aromatizante-poett-suavidad-de-algodon-x-900-ml/art_12426/,2050.0,2050.0,2050.0,0.9,l,2277.777777777778,True,True
2025-09-16,2025-09,arvejas_greenlife_350g,Arvejas congeladas Green Life x 350 g,PINNED,Arvejas Congeladas Green Life x 350 g.,https://supermercado.laanonimaonline.com/congelados/papas-y-vegetales/vegetales/arvejas-congeladas-green-life-x-350-g/art_26479/,4350.0,4350.0,4350.0,0.35,kg,12428.57142857143,True,True
2025-09-16,2025-09,pizza_el_noble_515g,Pizza de muzzarella El Noble x 515 g,PINNED,Pizza de Muzzarella El Noble x 515 g.,https://supermercado.laanonimaonline.com/congelados/pizza-de-muzzarella-el-noble-x-515-g/art_28608/,7450.0,7450.0,7450.0,0.515,kg,14466.019417475727,True,True
2025-09-16,2025-09,medallones_merluza_best_300g,Medallones de merluza rebozados Best x 300 g,PINNED,Medallones de Merluza Rebozados Best x 300 g.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/medallones-de-merluza-rebozados-best-x-300-g/art_28986/,2850.0,2850.0,2850.0,0.3,kg,9500.0,True,True
2025-09-16,2025-09,morrón_variedades_kg,Morrón variedades (Kg),PINNED,Morrón Variedades (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/morron-variedades-kg/art_3299/,9490.0,9490.0,9490.0,1.0,unit,9490.0,True,True
2025-09-16,2025-09,coliflor_kg,Coliflor (Kg),PINNED,Pera (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/verduras-frescas/coliflor-kg/art_2404/,1990.0,1990.0,1990.0,1.0,unit,1990.0,True,True
2025-09-16,2025-09,fideos_spaghetti_la_anonima_500g,Fideos Spaghetti Lucchetti x 500 g,PINNED,Fideos Spaghetti Lucchetti x 500 g.,https://supermercado.laanonimaonline.com/almacen/arroz-pastas-y-legumbres/fideos-spaghetti-lucchetti-x-500-g/art_7/,240.0,240.0,240.0,0.5,kg,480.0,True,True
