period,item_id,name,query,title,url,brand_tier,cba_flag,category,in_stock,promo_flag,price_original,price_promo,price_final,unit_price_base,qty_base,expected_qty,cost_item_ae,substitution
2025-09,sal_fina_light_estuche_dos_anclas_500g,Sal fina light estuche Dos Anclas x 500 g,PINNED,Sal Fina Light Dos Anclas Estuche x 500 g.,https://supermercado.laanonimaonline.com/almacen/aceite-aderezos-y-condimentos/sal-fina-light-dos-anclas-estuche-x-500-g/art_2122/,premium,no,Almacen,True,True,4450.0,4450.0,4450.0,8900.0,0.5,0.0,,
2025-09,sal_entrefina_parrillera_dos_anclas_500g,Sal entrefina parrillera Dos Anclas estuche x 500 g,PINNED,Sal Entrefina Parrillera Dos Anclas Estuche x 500 g.,https://supermercado.laanonimaonline.com/almacen/aceite-aderezos-y-condimentos/sal-entrefina-parrillera-dos-anclas-estuche-x-500-g/art_2411/,estándar,no,Almacen,True,True,1200.0,1200.0,1200.0,2400.0,0.5,0.0,,
2025-09,sal_gruesa_dos_anclas_estuche_500g,Sal gruesa Dos Anclas estuche x 500 g,PINNED,Sal Gruesa Dos Anclas Estuche x 500 g.,https://supermercado.laanonimaonline.com/almacen/aceite-aderezos-y-condimentos/sal-y-especias/sal-gruesa-dos-anclas-estuche-x-500-g/art_3639/,estándar,no,Almacen,True,True,1250.0,1250.0,1250.0,2500.0,0.5,0.0,,
2025-09,cafe_cabrales_molido_250g,Café molido tostado Cabrales x 250 g,PINNED,Café Molido Tostado Cabrales x 250 g.,https://supermercado.laanonimaonline.com/almacen/infusiones/cafe/cafe-molido-tostado-cabrales-x-250-g/art_19877/,premium,no,Almacen,True,True,11600.0,11600.0,11600.0,46400.0,0.25,0.0,,
2025-09,cafe_bonafide_intenso_250g,Café molido intenso Sensaciones Bonafide x 250 g,PINNED,Café Molido Intenso Sensaciones Bonafide x 250 g.,https://supermercado.laanonimaonline.com/almacen/infusiones/cafe/cafe-molido-intenso-sensaciones-bonafide-x-250-g/art_6794/,premium,no,Almacen,True,True,5500.0,5500.0,5500.0,22000.0,0.25,0.0,,
2025-09,cafe_la_planta_250g,Café molido La Planta de Café x 250 g,PINNED,Café Molido La Planta de Café x 250 g.,https://supermercado.laanonimaonline.com/almacen/almacen/cafe-molido-la-planta-de-cafe-x-250-g/art_1986/,estándar,no,Almacen,True,True,6150.0,6150.0,6150.0,24600.0,0.25,0.0,,
2025-09,cafe_cabrales_colombia_250g,Café molido tostado Colombia Cabrales x 250 g,PINNED,Café Molido Tostado Colombia Cabrales x 250 g.,https://supermercado.laanonimaonline.com/almacen/cafe-molido-tostado-colombia-cabrales-x-250-g/art_19882/,premium,no,Almacen,True,True,20450.0,20450.0,20450.0,81800.0,0.25,0.0,,
2025-09,cafe_la_virginia_arabica_250g,Café espresso molido 100% arábica La Virginia x 250 g,PINNED,Café Espresso Molido 100% Arabica La Virginia x 250 g.,https://supermercado.laanonimaonline.com/almacen/desayuno-y-merienda/cafe-espresso-molido-100-arabica-la-virginia-x-250-g/art_29021/,estándar,no,Almacen,True,True,10150.0,10150.0,10150.0,40600.0,0.25,0.0,,
2025-09,cafe_los_5_hispanos_250g,Café molido Los 5 Hispanos x 250 g,PINNED,Café Molido los 5 Hispanos x 250 g.,https://supermercado.laanonimaonline.com/almacen/cafe-molido-los-5-hispanos-x-250-g/art_3364/,2da marca,no,Almacen,True,True,4850.0,4850.0,4850.0,19400.0,0.25,0.0,,
2025-09,cafe_la_virginia_equilibrado_250g,Café molido torrado equilibrado La Virginia x 250 g,PINNED,Café Molido Torrado Equilibrado La Virginia x 250 g.,https://supermercado.laanonimaonline.com/almacen/infusiones/cafe/cafe-molido-torrado-equilibrado-la-virginia-x-250-g/art_14995/,estándar,no,Almacen,True,True,4499.0,4499.0,4499.0,17996.0,0.25,0.0,,
2025-09,cafe_la_virginia_clasico_250g,Café molido clásico La Virginia x 250 g,PINNED,Café Molido Clásico La Virginia x 250 g.,https://supermercado.laanonimaonline.com/caf-1-molido-cl-1sico-la-virginia-x-250-g/art_716/,estándar,no,Almacen,True,True,370.0,370.0,370.0,1480.0,0.25,0.0,,
2025-09,coca_cola_light_1_5l,"Gaseosa Coca-Cola Light PET x 1,5 L",PINNED,"Gaseosa Cola Coca-Cola Light Pet x 1,5 lt.",https://supermercado.laanonimaonline.com/bebidas/gaseosas/gaseosa-cola-coca-cola-light-pet-x-1-5-lt/art_2185/,premium,no,Bebidas,True,True,3450.0,3450.0,3450.0,2300.0,1.5,0.0,,
2025-09,coca_cola_zero_1_5l,"Gaseosa Coca-Cola Zero PET x 1,5 L",PINNED,"Gaseosa Cola Diet Coca-Cola Zero Pet x 1,5 lt.",https://supermercado.laanonimaonline.com/bebidas/gaseosa-cola-diet-coca-cola-zero-pet-x-1-5-lt/art_2608/,premium,no,Bebidas,True,True,3450.0,2700.0,2700.0,1800.0,1.5,0.0,,
2025-09,coca_cola_lata_354cc,Gaseosa Coca-Cola lata x 354 cc,PINNED,Gaseosa Cola Lata Coca Cola x 354 cc.,https://supermercado.laanonimaonline.com/bebidas/gaseosas/gaseosa-cola-lata-coca-cola-x-354-cc/art_6976/,premium,no,Bebidas,True,True,1150.0,958.3,958.3,2707.062146892655,0.354,0.0,,
2025-09,cepita_naranja_1l,Jugo Natural Cepita Naranja Tentación x 1 L,PINNED,Jugo Natural Cepita Naranja Tentación x 1 lt.,https://supermercado.laanonimaonline.com/bebidas/jugos/jugos-listos/jugo-natural-cepita-naranja-tentacion-x-1-lt/art_1189/,estándar,no,Bebidas,True,True,2650.0,2200.0,2200.0,2200.0,1.0,0.0,,
2025-09,cepita_durazno_1l,Jugo Natural Cepita Durazno x 1 L,PINNED,Jugo Natural Cepita Durazno x 1 lt.,https://supermercado.laanonimaonline.com/bebidas/aguas-y-jugos/jugo-natural-cepita-durazno-x-1-lt/art_1190/,estándar,no,Bebidas,True,True,1750.0,2200.0,2200.0,2200.0,1.0,0.0,,
2025-09,cepita_manzana_1l,Jugo Natural Cepita Manzana x 1 L,PINNED,Jugo Natural Cepita Manzana x 1 Lt.,https://supermercado.laanonimaonline.com/bebidas/aguas-y-jugos/jugo-natural-cepita-manzana-x-1-lt/art_5367/,estándar,no,Bebidas,True,True,2550.0,2200.0,2200.0,2200.0,1.0,0.0,,
2025-09,gatorade_maracuya_500cc,Isotónica Gatorade Maracuyá botella 500 cc,PINNED,Bebida Maracuyá Gatorade x 500 cc.,https://supermercado.laanonimaonline.com/bebidas/isotonicas-y-energizantes/bebida-maracuya-gatorade-x-500-cc/art_27561/,estándar,no,Bebidas,True,True,2400.0,2400.0,2400.0,4800.0,0.5,0.0,,
2025-09,gatorade_green_mango_500cc,Isotónica Gatorade Green Mango botella 500 cc,PINNED,Bebida Green Mango Gatorade x 500 cc.,https://supermercado.laanonimaonline.com/bebidas/isotonicas-y-energizantes/bebida-green-mango-gatorade-x-500-cc/art_29089/,estándar,no,Bebidas,True,True,2400.0,2400.0,2400.0,4800.0,0.5,0.0,,
2025-09,carne_picada_estancias_500g,Carne picada E/V Estancias LA x 500 g,PINNED,Carne Picada E/V Estancias LA x 500 g.,https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/carne-picada-e-v-estancias-la-x-500-g/art_1382/,premium,si,Carnes,True,True,8390.0,8390.0,8390.0,16780.0,0.5,0.0,,
2025-09,nalga_estancias_kg,Nalga s/ tapa feteada E/V Estancias LA (Kg),PINNED,Nalga s/ Tapa Feteada E/V Estancias LA (Kg),https://supermercado.laanonimaonline.com/carniceria/nalga-s-tapa-feteada-e-v-estancias-la-kg/art_1396/,premium,si,Carnes,True,True,2750.0,21550.0,21550.0,21550.0,1.0,0.0,,
2025-09,cuadrada_estancias_kg,Cuadrada feteada E/V Estancias LA (Kg),PINNED,Cuadrada Feteada E/V Estancias LA (Kg),https://supermercado.laanonimaonline.com/carniceria/cuadrada-feteada-e-v-estancias-la-kg/art_1397/,premium,si,Carnes,True,True,20980.0,14686.0,14686.0,14686.0,1.0,0.0,,
2025-09,tapa_asado_estancias_kg,Tapa de asado Estancias LA (Kg),PINNED,Tapa de Asado Estancias LA (Kg),https://supermercado.laanonimaonline.com/carniceria/tapa-de-asado-estancias-la-kg/art_2346/,premium,si,Carnes,True,True,12490.0,12490.0,12490.0,12490.0,1.0,0.0,,
2025-09,bola_lomo_estancias_kg,Bola de lomo feteada E/V Estancias LA (Kg),PINNED,Bola de Lomo Feteada E/V Estancias LA (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/bola-de-lomo-feteada-e-v-estancias-la-kg/art_1398/,premium,si,Carnes,True,True,20980.0,14686.0,14686.0,14686.0,1.0,0.0,,
2025-09,vacio_fbmeats_kg,Vacío envasado al vacío FB MEATS (Kg),PINNED,Vacío Envasado al Vacío FB MEATS (Kg),https://supermercado.laanonimaonline.com/carniceria/vacio-envasado-al-vacio-fb-meats-kg/art_28177/,estándar,no,Carnes,True,True,11990.0,11990.0,11990.0,11990.0,1.0,0.0,,
2025-09,tapa_bife_fbmeats_kg,Tapa de bife envasado al vacío FB MEATS (Kg),PINNED,Tapa de Bife Envasado al Vacío FB MEATS (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/tapa-de-bife-envasado-al-vacio-fb-meats-kg/art_28184/,estándar,no,Carnes,True,True,5159.0,9490.0,9490.0,9490.0,1.0,0.0,,
2025-09,matambre_fbmeats_kg,Matambre envasado al vacío FB MEATS (Kg),PINNED,Matambre Envasado al Vacío FB MEATS (Kg),https://supermercado.laanonimaonline.com/carniceria/matambre-envasado-al-vacio-fb-meats-kg/art_28176/,estándar,no,Carnes,True,True,2750.0,11690.0,11690.0,11690.0,1.0,0.0,,
2025-09,chingolo_fbmeats_kg,Chingolo envasado al vacío FB MEATS (Kg),PINNED,Chingolo Envasado al Vacío FB MEATS (Kg),https://supermercado.laanonimaonline.com/carniceria/chingolo-envasado-al-vacio-fb-meats-kg/art_28180/,estándar,no,Carnes,True,True,10140.0,10140.0,10140.0,10140.0,1.0,0.0,,
2025-09,carne_picada_best_500g,Carne picada envasado al vacío Best x 500 g,PINNED,Carne Picada Envasado al Vacío Best x 500 g.,https://supermercado.laanonimaonline.com/carniceria/carne-picada-envasado-al-vacio-best-x-500-g/art_1380/,2da marca,si,Carnes,True,True,6410.0,6410.0,6410.0,12820.0,0.5,0.0,,
2025-09,tapa_asado_best_kg,Tapa de asado Best (Kg),PINNED,Tapa de Asado Best (Kg),https://supermercado.laanonimaonline.com/tapa-de-asado-best-kg/art_1296/,2da marca,si,Carnes,True,True,15360.0,15360.0,15360.0,15360.0,1.0,0.0,,
2025-09,roast_beef_best_kg,Roast beef fraccionado E/V Best (Kg),PINNED,Roast Beef Fraccionado/F E/V Best (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/roast-beef-fraccionado-f-e-v-best-kg/art_1838/,2da marca,si,Carnes,True,True,15090.0,15090.0,15090.0,15090.0,1.0,0.0,,
2025-09,bola_lomo_best_kg,Bola de lomo Best (Kg),PINNED,Bola de Lomo Best (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/bola-de-lomo-best-kg/art_3294/,2da marca,si,Carnes,True,True,12990.0,12990.0,12990.0,12990.0,1.0,0.0,,
2025-09,falda_nt_kg,Falda NT (Kg),PINNED,Falda NT (Kg),https://supermercado.laanonimaonline.com/carniceria/falda-nt-kg/art_6775/,estándar,si,Carnes,True,True,12020.0,12020.0,12020.0,12020.0,1.0,0.0,,
2025-09,milanesa_carne_la_kg,Milanesa de carne La Anónima (Kg),PINNED,Milanesa de Carne La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/carne-vacuna/milanesa-de-carne-la-anonima-kg/art_741/,estándar,si,Carnes,True,True,8990.0,8990.0,8990.0,8990.0,1.0,0.0,,
2025-09,pollo_fresco_la_kg,Pollo fresco La Anónima (Kg),PINNED,Pollo Fresco La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/pollo/pollo-fresco-la-anonima-kg/art_2330/,estándar,si,Carnes,True,True,3990.0,3990.0,3990.0,3990.0,1.0,0.0,,
2025-09,filet_pechuga_la_kg,Filet de pechuga La Anónima (Kg),PINNED,Filet de Pechuga La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/pollo/filet-de-pechuga-la-anonima-kg/art_1625/,estándar,si,Carnes,True,True,7359.0,11550.0,11550.0,11550.0,1.0,0.0,,
2025-09,patamuslo_la_kg,Pata muslo de pollo La Anónima (Kg),PINNED,PataMuslo de Pollo La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/patamuslo-de-pollo-la-anonima-kg/art_1627/,estándar,si,Carnes,True,True,7359.0,6490.0,6490.0,6490.0,1.0,0.0,,
2025-09,cuarto_trasero_la_kg,Cuarto trasero de pollo La Anónima (Kg),PINNED,Cuarto Trasero de Pollo La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/cuarto-trasero-de-pollo-la-anonima-kg/art_1624/,estándar,si,Carnes,True,True,3290.0,3290.0,3290.0,3290.0,1.0,0.0,,
2025-09,filet_pechuga_pollolin_kg,Filet de pechuga bandeja Pollolín (Kg),PINNED,Filet de Pechuga  Bandeja Pollolin (Kg),https://supermercado.laanonimaonline.com/carniceria/filet-de-pechuga-bandeja-pollolin-kg/art_2327/,estándar,si,Carnes,True,True,11090.0,11090.0,11090.0,11090.0,1.0,0.0,,
2025-09,pollo_parrillero_pollolin_kg,Pollo parrillero Pollolín (Kg),PINNED,Pollo Parrillero Pollolin (Kg),https://supermercado.laanonimaonline.com/carniceria/pollo/pollo-parrillero-pollolin-kg/art_26804/,estándar,si,Carnes,True,True,5490.0,5490.0,5490.0,5490.0,1.0,0.0,,
2025-09,pata_muslo_pollolin_kg,Pata muslo bandeja Pollolín (Kg),PINNED,Pata Muslo Bandeja Pollolin (Kg),https://supermercado.laanonimaonline.com/carniceria/pollo/pata-muslo-bandeja-pollolin-kg/art_2333/,estándar,si,Carnes,True,True,6690.0,6690.0,6690.0,6690.0,1.0,0.0,,
2025-09,milanesa_pechuga_la_kg,Milanesas de pechuga de pollo La Anónima (Kg),PINNED,Milanesas de Pechuga de Pollo La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/milanesas-de-pechuga-de-pollo-la-anonima-kg/art_1389/,estándar,no,Carnes,True,True,9990.0,9990.0,9990.0,9990.0,1.0,0.0,,
2025-09,milanesa_pechuga_pollolin_kg,Milanesas de pechuga de pollo Pollolín (Kg),PINNED,Milanesas de Pechuga de Pollo Pollolin (Kg),https://supermercado.laanonimaonline.com/carniceria/milanesas-de-pechuga-de-pollo-pollolin-kg/art_2326/,estándar,no,Carnes,True,True,11950.0,11950.0,11950.0,11950.0,1.0,0.0,,
2025-09,pechito_cerdo_la_kg,Pechito de cerdo c/ hueso La Anónima (Kg),PINNED,Pechito de Cerdo c/ Hueso La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/cerdo/pechito-de-cerdo-c-hueso-la-anonima-kg/art_776/,estándar,no,Carnes,True,True,9950.0,9950.0,9950.0,9950.0,1.0,0.0,,
2025-09,carre_hueso_la_kg,Carré c/ hueso de cerdo La Anónima (Kg),PINNED,Carre c/ Hueso de Cerdo La Anónima (Kg),https://supermercado.laanonimaonline.com/carniceria/cerdo/carre-c-hueso-de-cerdo-la-anonima-kg/art_14315/,estándar,no,Carnes,True,True,8950.0,8950.0,8950.0,8950.0,1.0,0.0,,
2025-09,carre_sin_hueso_tutto_kg,Carré s/ hueso congelado Tutto Porkys (Kg),PINNED,Carre sin Hueso Congelado Tutto Porkys (Kg),https://supermercado.laanonimaonline.com/carniceria/cerdo/carre-sin-hueso-congelado-tutto-porkys-kg/art_26964/,estándar,no,Carnes,True,True,9850.0,9850.0,9850.0,9850.0,1.0,0.0,,
2025-09,pecho_cerdo_delipork_kg,Pecho de cerdo c/ manta Delipork (Kg),PINNED,Pecho de Cerdo c/ Manta Delipork (Kg),https://supermercado.laanonimaonline.com/carniceria/pecho-de-cerdo-c-manta-delipork-kg/art_1507/,estándar,no,Carnes,True,True,9950.0,9950.0,9950.0,9950.0,1.0,0.0,,
2025-09,bondiola_la_kg,Bondiola de cerdo La Anónima (Kg),PINNED,Carnicería,https://supermercado.laanonimaonline.com/carniceria/n1_8/,estándar,no,Carnes,True,True,12020.0,12020.0,12020.0,12020.0,1.0,0.0,,
2025-09,chorizo_vacuno_la_x4_kg,Chorizo fresco vacuno E/V La Anónima x 4 (Kg),PINNED,Chorizo Fresco Vacuno E/V La Anónima x 4 un (Kg),https://supermercado.laanonimaonline.com/carniceria/chorizo-fresco-vacuno-e-v-la-anonima-x-4-un-kg/art_3096/,estándar,no,Carnes,True,True,8870.0,7190.0,7190.0,7190.0,1.0,0.0,,
2025-09,chorizo_parrillero_la_x4_kg,Chorizo fresco tipo parrillero E/V La Anónima x 4 (Kg),PINNED,Chorizo Fresco Tipo Parrillero E/V La Anónima x 4 un (Kg),https://supermercado.laanonimaonline.com/carniceria/chorizo-fresco-tipo-parrillero-e-v-la-anonima-x-4-un-kg/art_3093/,estándar,no,Carnes,True,True,8670.0,8670.0,8670.0,8670.0,1.0,0.0,,
2025-09,filet_merluza_la_500g,Filet de merluza s/ espinas La Anónima x 500 g,PINNED,Filet de Merluza s/ Espinas La Anónima x 500 gr.,https://supermercado.laanonimaonline.com/congelados/filet-de-merluza-s-espinas-la-anonima-x-500-gr/art_3119/,estándar,si,Carnes,True,True,8600.0,8600.0,8600.0,17200.0,0.5,0.0,,
2025-09,filet_merluza_artesanos_1kg,Filet de merluza Artesanos del Mar x 1 kg,PINNED,Filet de Merluza Artesanos del Mar x 1 Kg.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/filet-de-merluza-artesanos-del-mar-x-1-kg/art_26600/,estándar,si,Carnes,True,True,16050.0,16050.0,16050.0,16050.0,1.0,0.0,,
2025-09,bastones_merluza_la_300g,Bastones de merluza rebozados La Anónima x 300 g,PINNED,Bastones de Merluza Rebozados La Anónima x 300 gr.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/bastones-de-merluza-rebozados-la-anonima-x-300-gr/art_3122/,estándar,no,Carnes,True,True,2850.0,2850.0,2850.0,9500.0,0.3,0.0,,
2025-09,bastones_merluza_best_300g,Bastones de merluza rebozados Best x 300 g,PINNED,Bastones de Merluza Rebozados Best x 300 g.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/bastones-de-merluza-rebozados-best-x-300-g/art_28985/,2da marca,no,Carnes,True,True,2900.0,2900.0,2900.0,9666.666666666668,0.3,0.0,,
2025-09,medallones_merluza_la_300g,Medallones de merluza rebozados La Anónima x 300 g,PINNED,Medallones de Merluza Rebozados La Anónima x 300 g.,https://supermercado.laanonimaonline.com/congelados/medallones-de-merluza-rebozados-la-anonima-x-300-g/art_3121/,estándar,no,Carnes,True,True,3950.0,2700.0,2700.0,9000.0,0.3,0.0,,
2025-09,medallones_merluza_best_300g,Medallones de merluza rebozados Best x 300 g,PINNED,Medallones de Merluza Rebozados Best x 300 g.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/medallones-de-merluza-rebozados-best-x-300-g/art_28986/,2da marca,no,Carnes,True,True,2750.0,2750.0,2750.0,9166.666666666668,0.3,0.0,,
2025-09,bastoncitos_merluza_artico_300g,Bastoncitos de merluza crocantes Artico x 300 g,PINNED,Bastoncitos de Merluza Crocantes Artico x 300 g.,https://supermercado.laanonimaonline.com/congelados/bastoncitos-de-merluza-crocantes-artico-x-300-g/art_28971/,estándar,no,Carnes,True,True,2450.0,2450.0,2450.0,8166.666666666667,0.3,0.0,,
2025-09,langostinos_oceanblue_500g,Langostinos pelados crudos Ocean Blue x 500 g,PINNED,Langostinos Pelados Crudos Ocean Blue x 500 gr.,https://supermercado.laanonimaonline.com/congelados/pescados-y-mariscos/langostinos-pelados-crudos-ocean-blue-x-500-gr/art_3234/,premium,no,Carnes,True,True,19400.0,19400.0,19400.0,38800.0,0.5,0.0,,
2025-09,papas_simplot_1_1kg,"Papas corte tradicional Simplot x 1,1 kg",PINNED,"Papas Corte Tradicional Simplot x 1,1 Kg.",https://supermercado.laanonimaonline.com/congelados/papas-corte-tradicional-simplot-x-1-1-kg/art_10431/,premium,no,Congelados,True,True,6750.0,6750.0,6750.0,6136.363636363636,1.1,0.0,,
2025-09,arveja_la_300g,Arveja supercongelada La Anónima x 300 g,PINNED,Arveja Supercongelada La Anónima x 300 gr.,https://supermercado.laanonimaonline.com/congelados/papas-y-vegetales/arveja-supercongelada-la-anonima-x-300-gr/art_108/,estándar,no,Congelados,True,True,1399.0,4400.0,4400.0,14666.666666666668,0.3,0.0,,
2025-09,arvejas_greenlife_350g,Arvejas congeladas Green Life x 350 g,PINNED,Arvejas Congeladas Green Life x 350 g.,https://supermercado.laanonimaonline.com/congelados/papas-y-vegetales/vegetales/arvejas-congeladas-green-life-x-350-g/art_26479/,estándar,no,Congelados,True,True,4700.0,4700.0,4700.0,13428.57142857143,0.35,0.0,,
2025-09,arvejas_granja_300g,Arvejas congeladas Granja del Sol x 300 g,PINNED,Arvejas Congeladas Granja Del Sol x 300 g.,https://supermercado.laanonimaonline.com/frutas-y-verduras/arvejas-congeladas-granja-del-sol-x-300-g/art_24485/,estándar,no,Congelados,True,True,3550.0,3550.0,3550.0,11833.333333333334,0.3,0.0,,
2025-09,mix_primavera_la_400g,Mix primavera La Anónima x 400 g,PINNED,Mix Primavera Súper La Anónima x 400 gr.,https://supermercado.laanonimaonline.com/frutas-y-verduras/mix-primavera-super-la-anonima-x-400-gr/art_109/,estándar,no,Congelados,True,True,6250.0,6250.0,6250.0,15625.0,0.4,0.0,,
2025-09,papas_smiles_mccain_700g,Papas Smiles McCain x 700 g,PINNED,Papas Smiles Mc Cain x 700 g.,https://supermercado.laanonimaonline.com/congelados/papas-y-vegetales/papas-smiles-mc-cain-x-700-g/art_26741/,premium,no,Congelados,True,True,9900.0,9300.0,9300.0,13285.714285714286,0.7,0.0,,
2025-09,nuggets_artico_300g,Nuggets de pollo crocantes Artico x 300 g,PINNED,Nuggets de Pollo Crocantes Artico x 300 g.,https://supermercado.laanonimaonline.com/congelados/nuggets-de-pollo-crocantes-artico-x-300-g/art_15089/,estándar,no,Congelados,True,True,4600.0,4600.0,4600.0,15333.333333333334,0.3,0.0,,
2025-09,nuggets_sadia_300g,Nuggets de pollo crocantes Sadia x 300 g,PINNED,Nuggets de Pollo Crocantes Sadia x 300 g.,https://supermercado.laanonimaonline.com/congelados/nuggets-de-pollo-crocantes-sadia-x-300-g/art_18497/,premium,no,Congelados,True,True,4800.0,4800.0,4800.0,16000.0,0.3,0.0,,
2025-09,bocaditos_sadia_300g,Bocaditos Crunchy Chicken Sadia x 300 g,PINNED,Bocaditos Crunchy Chicken Sadia x 300 g.,https://supermercado.laanonimaonline.com/congelados/milanesas-y-rebozados/pollo/bocaditos-crunchy-chicken-sadia-x-300-g/art_29092/,premium,no,Congelados,True,True,5900.0,5600.0,5600.0,18666.666666666668,0.3,0.0,,
2025-09,hamb_paty_4u_288g,Hamburguesa de carne Paty x 4 un. 288 g,PINNED,Hamburguesa Carne Vacuna Paty x 4 un. 288 g.,https://supermercado.laanonimaonline.com/congelados/hamburguesas/vacuna/hamburguesa-carne-vacuna-paty-x-4-un-288-g/art_13328/,premium,no,Congelados,True,True,5400.0,5400.0,5400.0,24107.142857142855,0.224,0.0,,
2025-09,hamb_la_4u_320g,Hamburguesa de carne La Anónima x 4 un. 320 g,PINNED,Hamburguesa de Carne Vacuna x 4 un. La Anónima x 320 gr.,https://supermercado.laanonimaonline.com/congelados/hamburguesas/hamburguesa-de-carne-vacuna-x-4-un-la-anonima-x-320-gr/art_956/,estándar,no,Congelados,True,True,5200.0,5200.0,5200.0,16250.0,0.32,0.0,,
2025-09,hamb_swift_4u_276g,Medallones de carne Swift x 4 un. 276 g,PINNED,Medallones de Carne Vacuna Swift x 4 un. 276 gr.,https://supermercado.laanonimaonline.com/congelados/hamburguesas/medallones-de-carne-vacuna-swift-x-4-un-276-gr/art_2529/,estándar,no,Congelados,True,True,3450.0,3450.0,3450.0,21296.296296296296,0.162,0.0,,
2025-09,hamb_swift_12u_828g,Medallones de carne Swift x 12 un. 828 g,PINNED,Medallones de Carne Vacuna x 12 un. Swift x 828 gr.,https://supermercado.laanonimaonline.com/congelados/hamburguesas/vacuna/medallones-de-carne-vacuna-x-12-un-swift-x-828-gr/art_3271/,estándar,no,Congelados,True,True,9950.0,9950.0,9950.0,12016.908212560387,0.828,0.0,,
2025-09,filet_merluza_romana_artico_500g,Filet de merluza a la romana Artico x 500 g,PINNED,Congelados,https://supermercado.laanonimaonline.com/congelados/n1_296/pma/pag/1/,estándar,no,Congelados,True,True,10500.0,14650.0,14650.0,14650.0,1.0,0.0,,
2025-09,pizza_el_noble_515g,Pizza de muzzarella El Noble x 515 g,PINNED,Pizza de Muzzarella El Noble x 515 g.,https://supermercado.laanonimaonline.com/congelados/pizza-de-muzzarella-el-noble-x-515-g/art_28608/,premium,no,Congelados,True,True,7450.0,7450.0,7450.0,14466.019417475727,0.515,0.0,,
2025-09,pizza_pietro_470g,Pizza con mozzarella Pietro x 470 g,PINNED,Pizza con Mozzarella Pietro x 470 g.,https://supermercado.laanonimaonline.com/congelados/empanadas-pizzas-y-tartas/pizza-con-mozzarella-pietro-x-470-g/art_26103/,estándar,no,Congelados,True,True,3200.0,7950.0,7950.0,16914.893617021276,0.47,0.0,,
2025-09,pizza_sibarita_2un_940g,Pizza a la piedra mozzarella Sibarita x2 un. 940 g,PINNED,Pizza a la Piedra con Mozzarella Congela x 2 Un. Sibarita x 940 g.,https://supermercado.laanonimaonline.com/congelados/empanadas-pizzas-y-tartas/pizza-a-la-piedra-con-mozzarella-congela-x-2-un-sibarita-x-940-g/art_28930/,premium,no,Congelados,True,True,22000.0,20400.0,20400.0,21702.127659574468,0.94,0.0,,
2025-09,papa_bolsita_elegida_kg,Papa bolsita elegida (Kg),PINNED,Papa Bolsita Elegida (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/verduras/papa-bolsita-elegida-kg/art_3306/,estándar,si,Frutas y Verduras,True,True,1890.0,1890.0,1890.0,1890.0,1.0,0.0,,
2025-09,cebolla_blanca_kg,Cebolla blanca (Kg),PINNED,Cebolla Blanca (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/verduras/cebolla-blanca-kg/art_3312/,estándar,si,Frutas y Verduras,True,True,2290.0,2290.0,2290.0,2290.0,1.0,0.0,,
2025-09,cebolla_roja_kg,Cebolla roja (Kg),PINNED,Cebolla Roja (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/cebolla-roja-kg/art_3302/,estándar,si,Frutas y Verduras,True,True,1399.0,1790.0,1790.0,1790.0,1.0,0.0,,
2025-09,cebolla_verdeo_kg,Cebolla de verdeo (Kg),PINNED,Cebolla Verdeo (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/verduras/cebolla-verdeo-kg/art_2379/,estándar,no,Frutas y Verduras,True,True,4990.0,4990.0,4990.0,4990.0,1.0,0.0,,
2025-09,tomate_perita_kg,Tomate perita (Kg),PINNED,Tomate Redondo (Kg),https://supermercado.laanonimaonline.com/frutas-y-verduras/frutas-y-verduras/tomate-redondo-kg/art_2390/,estándar,no,Frutas y Verduras,True,True,4990.0,4990.0,4990.0,4990.0,1.0,0.0,,
2025-09,lechuga_unidad,Lechuga x unidad,PINNED,Lechuga x unidad,https://supermercado.laanonimaonline.com/frutas-y-verduras/lechuga-x-unidad/art_1433/,estándar,si,Frutas y Verduras,True,True,1890.0,1890.0,1890.0,1890.0,1.0,0.0,,
